정류소명,정류소아이디(ID),승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
계양경찰서,41195,20779,5414,20393,5414,386,873
계양경찰서·계양구청,41194,4262,16802,4173,16802,89,702
계양구의회,41123,5635,5020,5553,5020,82,355
계양구의회,41124,5640,6117,5484,6117,156,391
계양구청,41177,4573,4147,4557,4147,16,290
계양구청,41180,7624,9206,7543,9206,81,561
계양구청,41188,3755,1711,3705,1711,50,182
계양구청,41197,13,2331,13,2331,0,78
계양구청앞,41204,8158,3991,7993,3991,165,404
계양국제어학관,41651,0,2,0,2,0,0
계양도서관,41251,6127,10168,6047,10168,80,543
계양문화회관,41248,1814,1478,1791,1478,23,109
계양문화회관,41255,2810,4337,2777,4337,33,238
계양산성박물관,41285,1252,1941,1240,1941,12,106
계양산성박물관,41286,1037,2135,1020,2135,17,105
계양산장미원 입구(계산동자연풀장),41186,1054,686,1049,686,5,58
계양산장미원 입구(계산동자연풀장),41189,434,1062,427,1062,7,49
계양산전통시장,41297,681,5258,671,5258,10,197
계양산전통시장,41298,5279,1434,5116,1434,163,223
계양산전통시장,41306,20453,19083,20178,19083,275,1317
계양산지구대,41281,947,1375,940,1375,7,77
계양산지구대,41282,919,1336,894,1336,25,75
계양새마을금고,41094,1514,1619,1483,1619,31,104
계양새마을금고,41097,1685,2260,1646,2260,39,131
계양세무서,41054,1317,1214,1286,1214,31,84
계양세무서,41058,739,1219,731,1219,8,65
계양센트레빌1단지,41550,5874,5315,5769,5315,105,372
계양센트레빌1단지,41627,957,589,957,589,0,51
계양센트레빌1단지,41628,203,777,203,777,0,32
계양센트레빌1단지(111동앞),41551,7496,5748,7457,5748,39,441
계양센트레빌2단지,41625,326,1034,316,1034,10,45
계양여성회관,41404,3698,4044,3649,4044,49,258
계양역,41357,126539,57634,126202,57634,337,6139
계양역,41358,64073,111094,63840,111094,233,5838
계양역(귤현역방면),41659,4376,53,4332,53,44,147
계양임광그대가아파트,41118,3646,188,3518,188,128,127
계양종합사회복지관,41120,487,1264,485,1264,2,58
계양종합사회복지관,41121,1463,637,1423,637,40,70
계양중학교,41340,2722,1309,2635,1309,87,134
계양중학교,41341,1634,7564,1606,7564,28,306
계양체육관(아시아드양궁장),41454,459,994,455,994,4,48
계양체육관(아시아드양궁장),41455,1901,729,1892,729,9,87
계양체육관(아시아드양궁장),41567,2467,679,2448,679,19,104
계양체육관(아시아드양궁장),41568,612,4444,612,4444,0,168
계양체육관(효성해링턴플레이스),41440,3639,936,3622,936,17,152
계양체육관.대동아파트,41173,78,1945,60,1945,18,67
고구1리입구,90006,42,8,39,8,3,1
고구1리입구,90007,1,55,1,55,0,1
고구2리마을회관입구,90014,2,104,1,104,1,3
고구2리마을회관입구,90015,104,2,93,2,11,3
고구저수지,90008,2,33,2,33,0,1
고구저수지,90009,25,2,25,2,0,0
고구촌,90012,1,51,1,51,0,1
고구촌,90013,61,2,61,2,0,2
고능2리 종점,90372,15,4,9,4,6,0
고능2리능촌마을회관,90371,0,3,0,3,0,0
고능리공소,90208,138,115,126,115,12,8
고능리입구,43291,14,43,12,43,2,1
고능리입구,43534,50,17,48,17,2,2
고다니마을9단지,80362,104,50,103,50,1,5
고려산업,39486,917,1315,909,1315,8,74
고려양행,39111,967,1625,951,1625,16,86
고려저수지입구,43249,34,72,33,72,1,3
고려저수지입구,43486,59,44,56,44,3,3
고비고개정상,43569,13,2,13,2,0,0
고비고개정상,43844,1,15,1,15,0,0
고산마을입구,90016,2,27,2,27,0,0
고산마을입구,90017,9,1,6,1,3,0
고산촌,43544,153,42,135,42,18,6
고산촌,43779,44,142,44,142,0,6
고상골,43269,6,67,5,67,1,2
고상골,43382,32,6,31,6,1,1
고상골입구,43266,96,11,84,11,12,3
고상골입구,43552,17,71,17,71,0,2
고속터미널,31017,14056,268,14035,268,21,477
고속터미널,31018,475,21538,475,21538,0,733
고시기(가재골),43770,12,1,8,1,4,0
고시기(가재골),90126,0,1,0,1,0,0
고염나무골,35473,7,154,7,154,0,5
고염나무골,35474,216,15,208,15,8,7
고인돌입구,43550,2,16,2,16,0,0
고인돌체육관(태권도경기장),43383,3,6,3,6,0,0
고인돌체육관앞,90045,45,311,45,311,0,11
고인돌체육관앞,90046,428,67,414,67,14,16
고잔고등학교,39691,227,2429,221,2429,6,88
고잔마을,43284,55,0,53,0,2,1
고잔마을,43532,1,31,1,31,0,1
고창마을.KCC,80328,217,208,217,208,0,14
고창촌,43076,29,108,29,108,0,4
고창촌입구,43166,24,1,19,1,5,0
고창촌입구,43345,0,18,0,18,0,0
고천3리마을회관,43341,93,3,90,3,3,3
고천3리마을회관,43574,6,57,5,57,1,2
고천5리마을회관,90341,18,0,14,0,4,0
고천5리마을회관,90345,0,38,0,38,0,1
고천교,43339,39,24,38,24,1,2
고천교,43849,23,12,19,12,4,1
고촌역,80061,3834,631,3823,631,11,148
고촌역,80062,515,6794,515,6794,0,243
고합아파트,70036,199,138,186,138,13,11
고향산천,43464,6,6,4,6,2,0
고향산천,43610,14,19,9,19,5,1
곡촌,43427,11,23,10,23,1,1
곡촌,43457,88,5,71,5,17,3
곡촌,43789,74,47,72,47,2,4
곡촌,43816,4,66,4,66,0,2
곤능,43197,5,62,2,62,3,2
곤능,43319,62,2,57,2,5,2
골드클래스,42936,232,862,180,862,52,36
공개마을,90195,20,7,20,7,0,0
공개마을,90196,3,17,3,17,0,0
공구상가,36092,492,1706,456,1706,36,73
공구상가.간동입구,80021,1038,87,1016,87,22,37
공군8547부대앞,35718,21,48,17,48,4,2
공군8547부대앞,35719,8,127,8,127,0,4
공군회관,19255,106,0,106,0,0,3
공군회관,20107,5,152,5,152,0,5
공단공구상가,92048,0,32,0,32,0,1
공단공원앞,42739,115,216,114,216,1,11
공단공원앞,42740,242,60,240,60,2,10
공단본부,42270,311,910,310,910,1,40
공단본부,42756,3354,855,3330,855,24,140
공단본부,42757,964,2553,951,2553,13,117
공단사거리,42995,4,913,4,913,0,30
공단사거리,42996,1361,7,1280,7,81,45
공단사거리,89069,23,227,23,227,0,8
공단사거리,89070,289,566,273,566,16,28
공단소방서,39062,1422,3431,1405,3431,17,161
공단시장,37426,3195,5777,3137,5777,58,299
공단시장,37427,7467,3230,7412,3230,55,356
공단오거리,40565,1913,584,1889,584,24,83
공단오거리,40566,356,2759,347,2759,9,103
공단유통상가,42940,51,1267,50,1267,1,43
공단유통상가,42941,1242,25,1179,25,63,42
공단자동차,42022,1437,1986,1402,1986,35,114
공단치안센터,37444,1859,1038,1841,1038,18,96
공단치안센터,37445,488,1698,480,1698,8,72
공단회관,39119,1503,3738,1500,3738,3,174
공단회관,39123,3041,1102,3040,1102,1,138
공덕오거리,14149,363,157,363,157,0,17
공설운동장,43091,18,322,17,322,1,11
공설운동장,43092,145,164,135,164,10,10
공숙입구,43290,11,61,11,61,0,2
공숙입구,43490,42,54,39,54,3,3
공영산업,89148,8,598,8,598,0,20
공작아파트,39479,2080,3486,2006,3486,74,185
공작아파트,39480,3175,4755,3147,4755,28,264
공장단지입구,42555,204,134,200,134,4,11
공촌마을,42323,4654,3122,4538,3122,116,259
공촌마을,42598,2407,3753,2338,3753,69,205
공촌사거리,42324,17064,10247,17026,10247,38,910
공촌사거리,42330,15444,15425,15391,15425,53,1028
공촌사거리,42331,639,512,627,512,12,38
공촌사거리(한국아파트),42322,4700,5196,4661,5196,39,329
공촌정수장,42340,158,136,158,136,0,9
공촌정수장,42341,92,265,90,265,2,11
공항고등학교,35116,2663,528,2517,528,146,106
공항고속도로진입(미정차),35644,2,0,2,0,0,0
공항교회앞,35123,1212,2014,1204,2014,8,107
공항신도시(메디컬사거리),35258,602,1770,597,1770,5,79
공항중학교,35117,938,1602,935,1602,3,84
공항초등학교,35087,131,355,114,355,17,16
관곡마을,90104,0,11,0,11,0,0
관곡마을,90105,21,0,21,0,0,0
관광밸트입구,43874,6,0,0,0,6,0
관광밸트입구,43875,2,3,2,3,0,0
관교여자중학교,37226,9138,8836,8975,8836,163,599
관교여자중학교,37229,2622,2800,2565,2800,57,180
관교여자중학교,37231,3156,3667,3064,3667,92,227
관교중학교,37200,158,959,152,959,6,37
관교중학교(약수터),37202,4569,7525,4458,7525,111,403
관교중학교(약수터),37203,10023,6372,9795,6372,228,546
관리공단본부,42720,627,88,621,88,6,23
관창마을,35252,1401,764,1341,764,60,72
관창마을,35253,1779,1909,1728,1909,51,122
광명아파트,37434,14030,6846,13927,6846,103,695
광명아파트,39348,7509,14386,7438,14386,71,729
광명아파트,39835,25,889,7,889,18,30
광명아파트,40590,2630,974,2584,974,46,120
광명아파트,40817,7405,1552,7319,1552,86,298
광명아파트,41096,568,2414,546,2414,22,99
광명아파트,41098,2725,799,2645,799,80,117
광명아파트,41108,14397,20266,14280,20266,117,1155
광명아파트,41448,2465,7962,2408,7962,57,347
광명역IC출입(미정차),53042,10,0,10,0,0,0
광명항,35708,68,1,66,1,2,2
광명항,35714,2007,1585,1992,1585,15,119
광성보,43674,24,118,24,118,0,4
광성오리,43128,13,1,13,1,0,0
광성오리,43862,4,35,4,35,0,1
광일아파트,40855,3585,1028,3498,1028,87,153
광일아파트,40874,1671,3265,1644,3265,27,164
교대역,31013,24844,22747,24824,22747,20,1586
교대입구,41141,2069,3052,2030,3052,39,170
교대입구,41142,3214,2140,3105,2140,109,178
교대후문,41362,1427,301,1415,301,12,57
교대후문,41363,253,2941,249,2941,4,106
교동중고후문,90024,2,61,2,61,0,2
교동중고후문,90025,105,2,98,2,7,3
교보생명,37357,23237,80326,22992,80326,245,3452
교산교회,43496,35,9,30,9,5,1
교산교회,43719,10,18,8,18,2,0
교산리입구,43694,38,40,22,40,16,2
교산리입구,43748,44,16,30,16,14,2
교산상회앞,43494,2,4,2,4,0,0
교산상회앞,43715,2,1,2,1,0,0
교육개발원입구,31005,929,7,926,7,3,31
교육개발원입구,31006,54,881,53,881,1,31
교통방송사거리,37538,792,2210,720,2210,72,100
교통방송사거리,37539,1021,1553,1000,1553,21,85
교통연수원,41191,558,2234,539,2234,19,93
교통연수원,41192,2144,1181,2130,1181,14,110
교회앞,43216,12,8,11,8,1,0
교회앞,43309,18,15,14,15,4,1
교회앞,43430,19,16,16,16,3,1
교회앞,43818,30,27,27,27,3,1
교회앞,90338,3,27,3,27,0,1
교회앞,90348,28,0,18,0,10,0
구검문소,43196,0,62,0,62,0,2
구검문소,43622,135,4,127,4,8,4
구능재,90193,24,4,24,4,0,0
구능재,90194,2,29,2,29,0,1
구도일주유소,40902,108,1518,98,1518,10,54
구두물입구,35219,343,195,339,195,4,17
구래리,80006,341,1530,333,1530,8,62
구래리,80007,1590,364,1570,364,20,65
구래역,80337,8665,16114,8589,16114,76,825
구래역,80338,19690,9344,19265,9344,425,967
구렁목,43950,198,10,189,10,9,6
구렁목,43951,2,103,2,103,0,3
구름다리,35735,21,230,21,230,0,8
구름다리,35736,28,3,28,3,0,1
구반포역.세화고등학교,31031,1391,31,1390,31,1,47
구봉도입구,62035,28,420,28,420,0,14
구봉도입구,62037,425,17,418,17,7,14
구북성초교,43506,7,0,4,0,3,0
구북성초교,43656,8,10,8,10,0,0
구산사거리,40233,677,396,669,396,8,35
구산사거리,40842,445,19456,384,19456,61,663
구산사거리,40843,3115,7176,3001,7176,114,343
구산중학교,40518,808,924,794,924,14,57
구선택초교,43239,7,4,2,4,5,0
구선택초교,43896,3,6,3,6,0,0
구월1동행정복지센터,39967,1040,3,1035,3,5,34
구월1동행정복지센터,39981,0,493,0,493,0,16
구월2동행정복지센터,39586,3712,391,3705,391,7,136
구월2동행정복지센터,39607,363,2959,360,2959,3,110
구월도매전통시장,39192,18952,15387,18558,15387,394,1144
구월도매전통시장,39193,21159,31531,20964,31531,195,1756
구월동로데오거리,39195,4598,1054,4537,1054,61,188
구월동우체국,39211,3693,12627,3619,12627,74,544
구월동팬더아파트,39237,9338,8762,9211,8762,127,603
구월동팬더아파트,39238,10155,7107,9988,7107,167,575
구월서초등학교,39204,7540,6633,7405,6633,135,472
구월서초등학교,39205,6596,5571,6510,5571,86,405
구월아시아드1단지,39912,623,3,616,3,7,20
구월아시아드1단지,39913,0,119,0,119,0,3
구월아시아드5단지정문,39883,2476,6104,2446,6104,30,286
구월아시아드5단지후문,39881,2382,4600,2323,4600,59,232
구월아시아드6단지,39885,20825,7685,20591,7685,234,950
구월아시아드6단지,39886,6930,14598,6878,14598,52,717
구월아시아드7단지,39892,1509,2147,1479,2147,30,121
구월아시아드8단지,39891,2807,1207,2760,1207,47,133
구월아시아드8단지,39948,72,445,69,445,3,17
구월아시아드8단지,39949,93,236,87,236,6,10
구월아시아드선수촌센트럴자이,39884,3621,2392,3573,2392,48,200
구월아시아드선수촌아파트,39202,1000,830,999,830,1,61
구월아시아드선수촌아파트,39203,763,1797,760,1797,3,85
구월아시아드은빛호수공원,39914,9914,5522,9759,5522,155,514
구월아시아드은빛호수공원,39915,6596,6039,6487,6039,109,421
구월우체국,39213,9257,7441,9104,7441,153,556
구월중학교,39281,26479,18856,25867,18856,612,1511
구월중학교,39286,19417,28974,19023,28974,394,1613
구월체육공원,39384,3502,4867,3458,4867,44,278
구월초등학교,39832,1908,4125,1856,4125,52,201
구월초등학교,39833,3962,2137,3852,2137,110,203
구월한내들퍼스티지,39882,4244,1823,4201,1823,43,202
구장수파출소,39375,685,617,674,617,11,43
구재이,43282,28,14,25,14,3,1
구재이,43551,3,7,3,7,0,0
구정슈퍼앞,35498,4,43,4,43,0,1
구정슈퍼앞,35587,39,6,39,6,0,1
구정정미소,90284,4,17,4,17,0,0
구정정미소,90306,19,1,19,1,0,0
구중학교앞,44119,4,4,4,4,0,0
구중학교앞,44148,8,1,3,1,5,0
구하1리입구,43259,1,33,1,33,0,1
구하1리입구,43562,105,2,90,2,15,3
구하2리마을회관,43254,127,0,125,0,2,4
구하2리마을회관,43256,45,2,43,2,2,1
구하2리마을회관,43373,0,66,0,66,0,2
구하2리마을회관,43559,0,81,0,81,0,2
국궁장앞,70151,39,213,36,213,3,8
국립생물자원관,89111,228,548,213,548,15,25
국립생물자원관입구,42741,266,495,266,495,0,25
국립인천공항검역소,35430,11,506,5,506,6,17
국립인천공항검역소,35431,169,81,169,81,0,8
국민건강보험 인천부평지사,40620,1232,4631,1214,4631,18,195
국민건강보험 인천부평지사,40621,3922,1522,3840,1522,82,181
국민건강보험남부지사,37274,8904,10356,8757,10356,147,642
국민은행,38148,1917,4585,1903,4585,14,216
국민은행,38149,4677,2120,4572,2120,105,226
국민은행연수중앙지점,38129,6099,4240,6013,4240,86,344
국민은행연수중앙지점,38571,2170,4227,2137,4227,33,213
국제금융단지,89292,7457,5412,7364,5412,93,428
국제금융단지,89293,2336,5049,2333,5049,3,246
국제성모병원,89030,331,1377,324,1377,7,56
국제성모병원,89031,2355,931,2342,931,13,109
국제성모병원(종점),89369,2,104,2,104,0,3
국제업무단지(공항청사),35026,14773,2879,14563,2879,210,588
국제업무지구역,38528,1437,3111,1431,3111,6,151
국제업무지구역5번출구,38619,2204,1917,2201,1917,3,137
국제이노베이션,37573,8,1313,6,1313,2,44
국제이노베이션,37574,1288,12,1283,12,5,43
국제콘크리트,90050,74,49,74,49,0,4
국제콘크리트,90051,15,136,15,136,0,5
국제학교,38457,2446,610,2385,610,61,101
국제학교,38462,1041,2489,1018,2489,23,117
국촌,43251,135,3,123,3,12,4
국촌,43371,1,87,1,87,0,2
국화리야영장앞,43353,69,3,67,3,2,2
국화리야영장앞,43843,2,64,1,64,1,2
국화맨션,43359,0,6,0,6,0,0
국화맨션,43566,23,6,23,6,0,0
국회연수원입구,43919,8,4,7,4,1,0
국회연수원입구,43920,0,20,0,20,0,0
군인아파트,43046,106,55,106,55,0,5
군인아파트,43047,20,121,20,121,0,4
굴다리,37142,8088,106,8088,106,0,273
굴다리오거리,40231,19425,8603,19044,8603,381,934
굴다리오거리,40232,15457,23038,15301,23038,156,1283
굴다리입구,37152,7240,3766,6951,3766,289,366
굴포천,40506,2353,2327,2287,2327,66,156
굴포천,40509,2578,3814,2531,3814,47,213
굴포천역(롯데마트),40814,42222,25988,41956,25988,266,2273
굴포천역(롯데마트),40815,18871,22369,18733,22369,138,1374
굴포천역(부평농협),40507,6451,8312,6427,8312,24,492
굴포천역(부평농협),40508,9298,6337,9212,6337,86,521
굴포천역(신복사거리),40485,4098,18940,4071,18940,27,767
굴포천역(신복사거리),40498,29260,7100,29063,7100,197,1212
굴포천역(욱일아파트),40519,4559,12607,4536,12607,23,572
굴포천역(욱일아파트),40522,7273,2903,7225,2903,48,339
궁골,43346,1,9,1,9,0,0
궁골,43572,14,0,14,0,0,0
궁현사거리,37575,4,908,3,908,1,30
궁현사거리,37576,478,16,477,16,1,16
귀뚜라미보일러,42003,2,148,1,148,1,5
귀뚜라미보일러,42004,144,0,140,0,4,4
귤현감리교회,41385,2267,5500,2216,5500,51,258
귤현감리교회,41386,4826,3186,4778,3186,48,267
귤현동마을입구,41326,535,119,527,119,8,21
귤현동마을입구,41328,40,595,39,595,1,21
귤현아이파크정문,41572,2217,469,2217,469,0,89
귤현역,41331,6781,4184,6761,4184,20,365
귤현역,41332,1883,933,1857,933,26,93
귤현차량기지(센트레빌3단지),41443,3043,914,3019,914,24,131
귤현차량기지(센트레빌3단지),41444,1278,3826,1230,3826,48,170
귤현차량기지(안골공원),41618,1686,2659,1676,2659,10,144
귤현차량기지(안골공원),41619,134,564,134,564,0,23
귤현현대아이파크,41620,642,1859,642,1859,0,83
그린나래지하차도,35648,12,467,12,467,0,15
그린나래지하차도,35649,2086,745,2072,745,14,94
그린빌라,42222,2137,1339,2092,1339,45,115
그린빌라,42602,1359,2956,1344,2956,15,143
그린힐아파트.e편한세상아파트,40194,281,1856,276,1856,5,71
극동.금호아파트,39272,4990,7256,4839,7256,151,408
극동.금호아파트,39278,6456,5495,6384,5495,72,398
극지연구소,39918,2245,2646,2222,2646,23,163
극지연구소,39919,3673,2561,3662,2561,11,207
근대문화거리입구,35369,2344,4385,2270,4385,74,224
근대문화거리입구,35370,3294,1941,3222,1941,72,174
근로복지공단인천병원,40145,10375,13051,10270,13051,105,780
근로복지공단인천병원,40155,20764,9902,20682,9902,82,1022
글로벌캠퍼스푸르지오,39841,2744,7594,2688,7594,56,344
글로벌파크,39975,481,913,475,913,6,46
글로벌파크,39976,119,1460,117,1460,2,52
글로벌파크베르디움,39840,6599,1475,6554,1475,45,269
금강다이아몬드,39007,591,1607,585,1607,6,73
